Cuisines,Food item,Type,Quantity,Proteins (in g),Carbs (in g),Fats (in g),Fiber (in g),Calcium (in mg),Total (in g),Calories (in Cal),GI,Side,Needside,rating,meat_type
thondai nadu,Puliyodarai,veg,1 bowl,8.7,66.0,10.7,3.1,62.0,290,391.0,,0,0,5.0,0
thondai nadu,bsi bele bath,veg,1 cup,7.6,30.8,8.9,5.0,37.36,206,233.0,,0,0,5.0,0
thondai nadu,Arcot Biryani,non veg,1 cup,4.2,33.8,9.4,2.4,62.0,206,238.0,,0,0,5.0,chicken
thondai nadu,Ellu Sadam,veg,1 cup,11.4,48.0,14.5,6.0,218.0,206,366.0,,0,0,5.0,0
thondai nadu,rice  + madras chicken curry,non veg,1 cup + 1 bowl,42.0,37.8,10.5,3.1,80.0,381,406.0,,1,1,5.0,0
thondai nadu,rice  + rasam,veg,1 cup + 1 cup,4.5,37.6,1.3,2.6,43.0,281,183.0,,1,1,5.0,0
thondai nadu,chapati + Chettinad Pepper Chicken,non veg,1 medium  + 1 bowl,45.74,27.25,19.68,8.879999999999999,90.0,331,466.6,,1,1,5.0,chicken
thondai nadu,chapati + madras chicken curry,non veg,1 medium  + 1 bowl,43.14,28.25,14.18,6.08,70.0,390,402.6,,1,1,5.0,0
thondai nadu,chapati + Pallipalayam Chicken,non veg,1 medium  + 1 cup,23.64,28.25,25.88,7.48,28.57,290,435.6,,1,1,5.0,chicken
